lat,lon,alt,temp,dist,vel
-24,205173;-46,987999;8,000000;1187;10,825257;38,970928
-24,205259;-46,987938;8,000000;1188;11,519801;41,471283
-24,205343;-46,987877;7,000000;1189;11,202719;40,329788
-24,205425;-46,987812;7,000000;1190;11,244486;40,480148
-24,205502;-46,987743;6,000000;1191;11,002506;39,609024
-24,205580;-46,987679;6,000000;1192;10,788124;38,837246
-24,205734;-46,987560;6,000000;1194;10,223758;36,805527
-24,205814;-46,987495;7,000000;1195;11,091077;39,927876
-24,205896;-46,987434;7,000000;1196;10,853543;39,072758
-24,205978;-46,987370;7,000000;1197;11,244084;40,478703
-24,206064;-46,987301;7,000000;1198;11,962957;43,066647
-24,206150;-46,987236;8,000000;1199;11,554987;41,597954
-24,206236;-46,987167;9,000000;1200;11,909708;42,874950
-24,206314;-46,987103;10,000000;1201;10,787721;38,835796
-24,206392;-46,987045;11,000000;1202;10,346521;37,247478
-24,206469;-46,986988;12,000000;1203;10,379588;37,366516
-24,206539;-46,986935;13,000000;1204;9,558691;34,411289
-24,206606;-46,986889;14,000000;1205;8,669173;31,209024
-24,206669;-46,986843;14,000000;1206;8,538668;30,739204
-24,206736;-46,986794;14,000000;1207;8,854416;31,875896
-24,206806;-46,986752;14,000000;1208;8,995368;32,383324
-24,206879;-46,986710;14,000000;1209;9,159778;32,975201
-24,206959;-46,986671;14,000000;1210;9,705661;34,940380
-24,207045;-46,986637;14,000000;1211;10,107996;36,388786
-24,207129;-46,986614;14,000000;1212;9,616988;34,621159
-24,207214;-46,986591;13,000000;1213;9,907065;35,665436
-24,207291;-46,986572;12,000000;1214;8,611249;31,000496
-24,207359;-46,986557;12,000000;1215;7,908691;28,471289
-24,207415;-46,986546;11,000000;1216;6,232893;22,438414
-24,207466;-46,986534;12,000000;1217;5,791154;20,848156
-24,207518;-46,986523;12,000000;1218;5,791907;20,850864
-24,207563;-46,986515;12,000000;1219;5,232400;18,836641
-24,207651;-46,986504;10,000000;1220;9,741892;17,535406
-24,207697;-46,986500;10,000000;1222;5,139369;18,501726
-24,207752;-46,986488;11,000000;1223;6,418925;23,108130
-24,207809;-46,986473;11,000000;1224;6,419603;23,110573
-24,207870;-46,986450;12,000000;1225;7,254525;26,116291
-24,207933;-46,986423;11,000000;1226;7,433796;26,761667
-24,207994;-46,986397;11,000000;1227;7,377763;26,559948
-24,208067;-46,986359;11,000000;1228;8,839636;31,822689
-24,208141;-46,986309;11,000000;1229;9,840378;35,425362
-24,208220;-46,986259;11,000000;1230;10,002620;36,009430
-24,208311;-46,986210;11,000000;1231;11,345482;40,843735
-24,208410;-46,986156;10,000000;1232;12,331923;44,394924
-24,208511;-46,986103;10,000000;1233;12,351640;44,465904
-24,208620;-46,986046;11,000000;1234;13,507008;48,625229
-24,208721;-46,985981;11,000000;1235;12,996278;46,786602
-24,208820;-46,985909;11,000000;1236;13,201433;47,525158
-24,208925;-46,985832;12,000000;1237;14,217704;51,183735
-24,209017;-46,985760;12,000000;1238;12,420078;44,712280
-24,209105;-46,985687;12,000000;1239;12,266289;44,158638
-24,209188;-46,985622;12,000000;1240;11,398611;41,035000
-24,209274;-46,985561;12,000000;1241;11,360574;40,898067
-24,209362;-46,985512;11,000000;1242;10,832767;38,997959
-24,209532;-46,985443;11,000000;1244;9,814685;35,332867
-24,209612;-46,985420;11,000000;1245;9,165683;32,996460
-24,209686;-46,985401;11,000000;1246;8,427581;30,339291
-24,209768;-46,985386;11,000000;1247;9,221593;33,197735
-24,209845;-46,985386;11,000000;1248;8,546585;30,767706
-24,209919;-46,985394;12,000000;1249;8,385226;30,186815
-24,209995;-46,985428;12,000000;1250;9,045852;32,565067
-24,210072;-46,985474;12,000000;1251;9,660027;34,776096
-24,210140;-46,985519;12,000000;1252;9,013394;16,224110
-24,210283;-46,985622;11,000000;1254;9,203990;33,134365
-24,210360;-46,985672;10,000000;1255;9,826638;35,375896
-24,210438;-46,985722;9,000000;1256;10,002184;36,007862
-24,210518;-46,985771;9,000000;1257;10,329061;37,184620
-24,210604;-46,985813;8,000000;1258;10,540375;37,945351
-24,210686;-46,985847;8,000000;1259;9,752469;35,108891
-24,210777;-46,985878;8,000000;1260;10,538221;37,937595
-24,210873;-46,985897;8,000000;1261;10,775996;38,793587
-24,210970;-46,985912;8,000000;1262;10,963080;39,467091
-24,211063;-46,985928;8,000000;1263;10,537365;37,934513
-24,211161;-46,985943;8,000000;1264;10,963080;39,467091
-24,211254;-46,985958;9,000000;1265;10,349135;37,256889
-24,211346;-46,985977;8,000000;1266;10,464384;37,671783
-24,211437;-46,985996;9,000000;1267;10,401285;37,444626
-24,211536;-46,986012;10,000000;1268;11,150678;40,142441
-24,211641;-46,986015;10,000000;1269;11,590428;41,725544
-24,211746;-46,986019;9,000000;1270;11,780285;42,409027
-24,211857;-46,986027;9,000000;1271;12,174787;43,829231
-24,211969;-46,986023;9,000000;1272;12,539666;45,142799
-24,212090;-46,986019;9,000000;1273;13,488957;48,560246
-24,212210;-46,986012;9,000000;1274;13,312650;47,925541
-24,212332;-46,986004;9,000000;1275;13,692000;49,291203
-24,212446;-46,985996;8,000000;1276;12,767024;45,961288
-24,212568;-46,985992;8,000000;1277;13,488957;48,560246
-24,212692;-46,985981;9,000000;1278;13,903440;50,052387
-24,212812;-46,985970;9,000000;1279;13,335323;48,007164
-24,212936;-46,985958;9,000000;1280;13,933558;50,160809
-24,213060;-46,985950;9,000000;1281;13,692000;49,291203
-24,213188;-46,985943;9,000000;1282;14,261075;51,339870
-24,213314;-46,985931;9,000000;1283;14,122553;50,841190
-24,213432;-46,985931;9,000000;1284;13,104763;47,177147
-24,213551;-46,985928;9,000000;1285;13,109236;47,193249
-24,213671;-46,985924;9,000000;1286;13,488957;48,560246
-24,213781;-46,985920;9,000000;1287;12,349814;44,459332
-24,213894;-46,985916;9,000000;1288;12,350179;44,460644
-24,214006;-46,985912;9,000000;1289;12,539666;45,142799
-24,214117;-46,985909;9,000000;1290;12,349814;44,459332
-24,214226;-46,985901;8,000000;1291;12,199588;43,918518
-24,214333;-46,985893;9,000000;1292;11,795585;42,464104
-24,214434;-46,985893;9,000000;1293;11,395447;41,023609
-24,214533;-46,985893;10,000000;1294;11,015612;39,656200
-24,214634;-46,985889;10,000000;1295;11,211154;40,360153
-24,214733;-46,985889;10,000000;1296;11,015598;39,656155
-24,214836;-46,985889;10,000000;1297;11,395842;41,025028
-24,214939;-46,985886;10,000000;1298;11,590817;41,726944
-24,215040;-46,985882;10,000000;1299;11,211154;40,360153
-24,215141;-46,985874;10,000000;1300;11,226829;40,416584
-24,215246;-46,985870;11,000000;1301;11,590442;41,725590
-24,215351;-46,985867;11,000000;1302;11,795571;42,464058
-24,215458;-46,985863;11,000000;1303;11,780272;42,408978
-24,215563;-46,985855;12,000000;1304;11,795585;42,464104
-24,215664;-46,985851;11,000000;1305;11,210765;40,358753
-24,215759;-46,985851;11,000000;1306;10,636174;38,290226
-24,215851;-46,985855;11,000000;1307;10,072247;36,260086
-24,216028;-46,985855;11,000000;1309;9,496680;34,188049
-24,216122;-46,985844;11,000000;1310;10,497496;37,790985
-24,216215;-46,985832;11,000000;1311;10,536938;37,932976
-24,216307;-46,985832;11,000000;1312;10,065978;36,237522
-24,216394;-46,985828;11,000000;1313;9,882443;35,576797
-24,216482;-46,985828;11,000000;1314;9,686130;34,870068
-24,216570;-46,985825;11,000000;1315;9,882443;35,576797
-24,216660;-46,985825;11,000000;1316;9,876054;35,553795
-24,216755;-46,985825;12,000000;1317;10,635341;38,287228
-24,216850;-46,985825;12,000000;1318;10,635326;38,287174
-24,216948;-46,985821;12,000000;1319;10,831087;38,991913
-24,217045;-46,985821;12,000000;1320;10,825674;38,972427
-24,217150;-46,985813;12,000000;1321;11,605979;41,781525
-24,217253;-46,985813;11,000000;1322;11,395460;41,023655
-24,217356;-46,985813;11,000000;1323;11,585759;41,708733
-24,217461;-46,985813;11,000000;1324;11,585370;41,707333
-24,217569;-46,985821;11,000000;1325;12,174787;43,829231
-24,217667;-46,985821;11,000000;1326;10,825674;38,972427
-24,217766;-46,985817;12,000000;1327;11,021340;39,676826
-24,217863;-46,985813;12,000000;1328;10,831087;38,991913
-24,217960;-46,985809;12,000000;1329;10,831504;38,993416
-24,218056;-46,985802;12,000000;1330;10,686923;38,472923
-24,218155;-46,985794;12,000000;1331;11,037680;39,735645
-24,218254;-46,985786;12,000000;1332;11,037271;39,734173
-24,218355;-46,985775;13,000000;1333;11,253317;40,511940
-24,218460;-46,985756;14,000000;1334;11,957314;43,046333
-24,218565;-46,985741;14,000000;1335;11,668360;42,006096
-24,218664;-46,985725;13,000000;1336;11,151082;40,143894
-24,218760;-46,985714;13,000000;1337;10,686079;38,469883
-24,218847;-46,985699;13,000000;1338;9,839462;35,422066
-24,218943;-46,985683;13,000000;1339;10,725669;38,612408
-24,219042;-46,985668;13,000000;1340;11,151069;40,143848
-24,219133;-46,985645;12,000000;1341;10,464384;37,671783
-24,219229;-46,985622;13,000000;1342;10,908257;39,269722
-24,219322;-46,985600;12,000000;1343;10,538663;37,939186
-24,219408;-46,985577;11,000000;1344;9,906610;35,663799
-24,219490;-46,985558;11,000000;1345;9,350749;33,662697
-24,219561;-46,985542;10,000000;1346;7,977397;28,718630
-24,219625;-46,985523;10,000000;1347;7,422243;26,720074
-24,219658;-46,985489;11,000000;1348;5,001565;2,000626
-24,219666;-46,985489;9,000000;1358;0,765807;0,106035
-24,219685;-46,985481;9,000000;1384;2,383529;8,580704
-24,219755;-46,985455;9,000000;1385;8,264973;14,876951
-24,219803;-46,985435;8,000000;1387;5,709608;20,554588
-24,219858;-46,985409;8,000000;1388;6,679823;24,047363
-24,219915;-46,985386;9,000000;1389;6,783664;24,421190
-24,219976;-46,985371;9,000000;1390;7,053450;25,392420
-24,220043;-46,985355;9,000000;1391;7,535584;27,128103
-24,220110;-46,985344;10,000000;1392;7,535604;27,128176
-24,220182;-46,985336;10,000000;1393;8,007277;28,826199
-24,220261;-46,985336;10,000000;1394;8,736508;31,451429
-24,220345;-46,985344;11,000000;1395;9,332424;33,596725
-24,220427;-46,985363;11,000000;1396;9,350749;33,662697
-24,220505;-46,985386;12,000000;1397;9,067277;32,642197
-24,220568;-46,985409;12,000000;1398;7,328093;26,381136
-24,220636;-46,985428;13,000000;1399;7,876719;28,356190
-24,220703;-46,985451;13,000000;1400;7,793834;28,057802
-24,220772;-46,985477;14,000000;1401;7,974570;28,708452
-24,220844;-46,985493;16,000000;1402;8,348637;30,055092
-24,220915;-46,985508;15,000000;1403;7,909281;28,473412
-24,220995;-46,985519;13,000000;1404;9,033949;32,522217
-24,221071;-46,985519;13,000000;1405;8,546585;30,767706
-24,221148;-46,985516;13,000000;1406;8,363672;30,109221
-24,221224;-46,985523;12,000000;1407;8,574518;30,868265
-24,221289;-46,985519;13,000000;1408;7,225878;26,013163
-24,221354;-46,985516;14,000000;1409;7,225878;26,013163
-24,221422;-46,985508;14,000000;1410;7,668443;27,606396
-24,221495;-46,985504;14,000000;1411;8,173911;29,426081
-24,221569;-46,985500;15,000000;1412;8,173930;29,426149
-24,221642;-46,985504;15,000000;1413;8,174462;29,428064
-24,221714;-46,985512;15,000000;1414;8,043796;28,957664
-24,221785;-46,985516;15,000000;1415;7,794412;28,059883
-24,221849;-46,985523;15,000000;1416;7,250152;26,100548
-24,221914;-46,985531;15,000000;1417;7,250152;26,100548
-24,221975;-46,985535;15,000000;1418;6,845835;24,645006
-24,222036;-46,985535;15,000000;1419;6,837268;24,614164
-24,222099;-46,985538;15,000000;1420;7,036169;25,330208
-24,222164;-46,985538;15,000000;1421;7,217741;25,983866
-24,222233;-46,985542;15,000000;1422;7,604676;27,376833
-24,222301;-46,985546;15,000000;1423;7,628356;27,462080
-24,222368;-46,985546;16,000000;1424;7,407061;26,665419
-24,222448;-46,985554;16,000000;1425;8,953164;32,231392
-24,222525;-46,985565;14,000000;1426;8,609731;30,995031
-24,222610;-46,985577;14,000000;1427;9,596337;34,546814
-24,222694;-46,985577;14,000000;1428;9,305797;33,500870
-24,222792;-46,985573;16,000000;1429;10,847782;39,052017
-24,222889;-46,985569;16,000000;1430;10,831087;38,991913
-24,222973;-46,985561;17,000000;1431;9,331941;33,594986
-24,223051;-46,985561;16,000000;1432;8,736526;31,451492
-24,223131;-46,985561;15,000000;1433;8,926450;32,135220
-24,223211;-46,985561;15,000000;1434;8,926433;32,135159
-24,223295;-46,985565;15,000000;1435;9,313062;33,527023
-24,223373;-46,985573;17,000000;1436;8,763889;31,550001
-24,223455;-46,985592;16,000000;1437;9,350283;33,661018
-24,223530;-46,985622;15,000000;1438;8,919881;32,111572
-24,223608;-46,985657;15,000000;1439;9,222082;33,199497
-24,223682;-46,985687;15,000000;1440;8,919358;32,109692
-24,223761;-46,985718;15,000000;1441;9,275707;33,392548
-24,223843;-46,985748;15,000000;1442;9,634320;34,683552
-24,223917;-46,985794;16,000000;1443;9,326140;33,574104
-24,223988;-46,985844;15,000000;1444;9,519459;34,270050
-24,224054;-46,985901;15,000000;1445;9,250883;33,303181
-24,224125;-46,985962;14,000000;1446;9,975552;35,911987
-24,224199;-46,986031;13,000000;1447;10,855220;39,078793
-24,224274;-46,986103;12,000000;1448;11,170070;40,212250
-24,224346;-46,986183;12,000000;1449;11,408892;41,072010
-24,224419;-46,986263;12,000000;1450;11,521758;41,478329
-24,224487;-46,986343;12,000000;1451;11,009048;39,632572
-24,224554;-46,986416;12,000000;1452;10,381745;37,374283
-24,224615;-46,986488;12,000000;1453;9,983217;35,939583
-24,224684;-46,986557;12,000000;1454;10,518092;37,865131
-24,224752;-46,986626;12,000000;1455;10,422491;37,520969
-24,224817;-46,986687;11,000000;1456;9,537913;34,336487
-24,224882;-46,986755;12,000000;1457;10,004437;36,015976
-24,224947;-46,986820;12,000000;1458;9,767252;35,162106
-24,225014;-46,986885;12,000000;1459;9,908416;35,670296
-24,225079;-46,986954;12,000000;1460;10,003972;36,014301
-24,225149;-46,987022;12,000000;1461;10,422491;37,520969
-24,225220;-46,987095;13,000000;1462;10,656094;38,361938
-24,225288;-46,987167;12,000000;1463;10,518106;37,865185
-24,225355;-46,987244;12,000000;1464;11,008637;39,631096
-24,225428;-46,987316;13,000000;1465;10,795659;38,864372
-24,225502;-46,987385;13,000000;1466;10,854790;39,077244
-24,225578;-46,987453;14,000000;1467;10,855220;39,078793
-24,225653;-46,987518;14,000000;1468;10,637022;38,293278
-24,225731;-46,987591;14,000000;1469;11,368508;40,926632
-24,225805;-46,987663;14,000000;1470;11,170056;40,212204
-24,225880;-46,987736;15,000000;1471;11,079281;39,885410
-24,225946;-46,987797;14,000000;1472;9,681954;34,855038
-24,226009;-46,987865;14,000000;1473;9,868289;35,525841
-24,226070;-46,987930;15,000000;1474;9,354622;33,676640
-24,226133;-46,987999;15,000000;1475;9,867832;35,524197
-24,226192;-46,988068;14,000000;1476;9,601521;34,565475
-24,226250;-46,988132;14,000000;1477;9,088617;32,719021
-24,226307;-46,988197;14,000000;1478;9,220126;33,192455
-24,226362;-46,988262;14,000000;1479;8,958199;32,249516
-24,226416;-46,988327;14,000000;1480;8,957695;32,247704
-24,226475;-46,988392;14,000000;1481;9,220126;33,192455
-24,226532;-46,988461;15,000000;1482;9,470547;34,093967
-24,226589;-46,988525;15,000000;1483;9,088121;32,717236
-24,226646;-46,988598;15,000000;1484;9,727007;35,017223
-24,226706;-46,988667;15,000000;1485;9,470531;34,093910
-24,226765;-46,988728;13,000000;1486;9,113951;32,810223
-24,226816;-46,988792;13,000000;1487;8,704970;31,337893
-24,226873;-46,988857;13,000000;1488;9,220614;33,194214
-24,226933;-46,988930;14,000000;1489;9,727022;35,017281
-24,226994;-46,988998;15,000000;1490;9,733974;35,042305
-24,227062;-46,989063;14,000000;1491;10,051200;36,184319
-24,227125;-46,989120;13,000000;1492;9,168159;33,005371
-24,227188;-46,989174;12,000000;1493;8,949656;32,218761
-24,227243;-46,989227;12,000000;1494;8,225052;29,610188
-24,227289;-46,989285;12,000000;1495;7,549931;27,179752
-24,227333;-46,989342;13,000000;1496;7,684909;27,665672
-24,227381;-46,989399;13,000000;1497;7,933737;28,561455
-24,227432;-46,989449;12,000000;1498;7,481560;26,933615
-24,227484;-46,989494;10,000000;1499;7,481621;26,933834
-24,227533;-46,989544;10,000000;1500;7,337931;26,416552
-24,227577;-46,989594;10,000000;1501;7,167591;25,803326
-24,227619;-46,989647;10,000000;1502;6,912037;24,883335
-24,227667;-46,989700;10,000000;1503;7,680781;27,650812
-24,227715;-46,989754;11,000000;1504;7,680213;27,648769
-24,227768;-46,989803;11,000000;1505;7,775299;27,991077
-24,227823;-46,989861;11,000000;1506;8,462286;30,464230
-24,227879;-46,989914;12,000000;1507;8,225070;29,610252
-24,227928;-46,989967;12,000000;1508;7,571400;27,257040
-24,227972;-46,990025;13,000000;1509;7,684909;27,665672
-24,228012;-46,990074;13,000000;1510;6,654801;23,957283
-24,228050;-46,990116;14,000000;1511;6,143270;22,115770
-24,228111;-46,990173;14,000000;1512;9,023893;16,243008
-24,228138;-46,990192;14,000000;1514;3,333154;11,999356
-24,228218;-46,990231;12,000000;1515;9,706188;11,647426
-24,228251;-46,990246;12,000000;1518;4,003076;14,411072
-24,228312;-46,990280;12,000000;1519;7,664326;13,795787
-24,228346;-46,990299;12,000000;1521;4,174012;15,026443
-24,228411;-46,990334;12,000000;1522;8,005589;14,410059
-24,228441;-46,990349;12,000000;1524;3,832751;13,797905
-24,228512;-46,990372;12,000000;1525;8,155687;14,680237
-24,228552;-46,990383;11,000000;1527;4,675407;16,831465
-24,228613;-46,990402;11,000000;1528;6,964675;25,072830
-24,228670;-46,990414;12,000000;1529;6,540007;23,544025
-24,228725;-46,990421;12,000000;1530;6,116765;22,020353
-24,228783;-46,990429;13,000000;1531;6,494345;23,379641
-24,228838;-46,990425;12,000000;1532;6,087233;21,914040
-24,228895;-46,990410;12,000000;1533;6,604473;23,776102
-24,228956;-46,990391;12,000000;1534;6,964675;25,072830
-24,229013;-46,990372;12,000000;1535;6,685221;24,066795
-24,229078;-46,990349;12,000000;1536;7,613564;27,408833
-24,229151;-46,990322;12,000000;1537;8,444151;30,398943
-24,229223;-46,990295;12,000000;1538;8,623789;31,045639
-24,229300;-46,990265;12,000000;1539;9,097543;32,751156
-24,229376;-46,990234;12,000000;1540;8,919358;32,109692
-24,229450;-46,990204;12,000000;1541;8,919358;32,109692
-24,229527;-46,990166;12,000000;1542;9,184358;33,063686
-24,229603;-46,990128;11,000000;1543;9,357513;33,687050
-24,229677;-46,990089;10,000000;1544;9,184374;33,063747
-24,229750;-46,990051;11,000000;1545;8,840163;31,824587
-24,229828;-46,990017;11,000000;1546;9,398365;33,834114
-24,229904;-46,989986;12,000000;1547;9,097560;32,751217
-24,229984;-46,989956;12,000000;1548;9,455283;34,039021
-24,230057;-46,989925;12,000000;1549;8,564504;30,832212
-24,230124;-46,989887;12,000000;1550;8,329098;29,984753
-24,230186;-46,989853;12,000000;1551;7,834226;28,203213
-24,230253;-46,989815;11,000000;1552;8,329658;29,986767
-24,230331;-46,989780;12,000000;1553;9,531293;34,312656
-24,230410;-46,989750;12,000000;1554;9,165191;32,994686
-24,230488;-46,989719;12,000000;1555;9,097543;32,751156
-24,230562;-46,989681;12,000000;1556;9,333374;33,600147
-24,230637;-46,989643;11,000000;1557;9,183883;33,061977
-24,230705;-46,989605;11,000000;1558;8,498971;30,596296
-24,230776;-46,989574;10,000000;1559;8,387377;30,194557
-24,230856;-46,989544;10,000000;1560;9,454806;34,037304
-24,230936;-46,989513;10,000000;1561;9,454806;34,037304
-24,231024;-46,989491;10,000000;1562;9,906595;35,663742
-24,231112;-46,989468;10,000000;1563;10,168924;36,608128
-24,231195;-46,989449;11,000000;1564;9,535549;34,327976
-24,231279;-46,989429;11,000000;1565;9,465769;34,076767
-24,231367;-46,989410;11,000000;1566;9,906139;35,662102
-24,231457;-46,989391;11,000000;1567;10,214050;36,770580
-24,231544;-46,989372;11,000000;1568;9,906595;35,663742
-24,231630;-46,989349;11,000000;1569;9,985023;35,946083
-24,231716;-46,989326;12,000000;1570;9,720994;34,995579
-24,231787;-46,989307;12,000000;1571;8,058916;29,012098
-24,231829;-46,989315;14,000000;1572;4,798295;2,159233
-24,231833;-46,989311;15,000000;1581;0,502492;0,095209
-24,231846;-46,989307;15,000000;1600;1,557493;5,606977
-24,231907;-46,989292;15,000000;1601;6,790285;8,148341
-24,231991;-46,989269;15,000000;1604;5,495506;19,783821
-24,232042;-46,989254;15,000000;1605;5,954659;21,436771
-24,232100;-46,989239;15,000000;1606;6,418199;23,105515
-24,232164;-46,989220;15,000000;1607;7,509811;27,035320
-24,232229;-46,989204;15,000000;1608;7,348370;26,454130
-24,232300;-46,989189;15,000000;1609;8,162870;29,386333
-24,232368;-46,989166;15,000000;1610;7,875555;28,351997
-24,232437;-46,989147;15,000000;1611;7,876128;28,354059
-24,232512;-46,989124;15,000000;1612;8,700825;15,661485
-24,232653;-46,989098;15,000000;1614;7,439233;26,781239
-24,232723;-46,989082;15,000000;1615;8,162870;29,386333
-24,232796;-46,989079;15,000000;1616;7,984157;28,742966
-24,232870;-46,989082;16,000000;1617;8,363690;30,109285
-24,232941;-46,989090;15,000000;1618;7,817536;28,143131
-24,233015;-46,989109;15,000000;1619;8,427046;30,337364
-24,233086;-46,989132;15,000000;1620;8,337214;30,013969
-24,233158;-46,989155;13,000000;1621;8,243196;29,675505
-24,233231;-46,989182;12,000000;1622;8,624330;31,047586
-24,233299;-46,989208;13,000000;1623;8,086304;29,110693
-24,233362;-46,989239;13,000000;1624;7,687235;27,674047
-24,233429;-46,989262;13,000000;1625;7,793834;28,057802
-24,233498;-46,989277;14,000000;1626;7,722367;27,800522
-24,233559;-46,989292;15,000000;1627;7,053472;25,392498
-24,233608;-46,989315;15,000000;1628;5,886881;21,192774
-24,233652;-46,989334;15,000000;1629;5,357577;19,287277
-24,233725;-46,989388;15,000000;1630;9,519917;17,135849
-24,233759;-46,989418;14,000000;1632;4,914260;17,691336
-24,233818;-46,989468;13,000000;1633;8,436689;15,186041
-24,233849;-46,989491;12,000000;1635;4,191296;15,088666
-24,233915;-46,989540;15,000000;1636;8,853552;15,936394
-24,233946;-46,989552;14,000000;1638;3,573443;12,864396
-24,234001;-46,989552;13,000000;1639;6,077597;3,646558
-24,233999;-46,989552;14,000000;1645;0,213058;0,767008
-24,233994;-46,989555;14,000000;1646;1,027172;1,232606
-24,233992;-46,989555;15,000000;1649;0,190724;0,686608
-24,233990;-46,989555;14,000000;1650;0,165403;0,595449
-24,233990;-46,989559;14,000000;1651;0,342391;1,232606
-24,233988;-46,989559;14,000000;1652;0,189924;0,028489
-24,233992;-46,989559;14,000000;1676;0,367786;1,324031
-24,234060;-46,989571;10,000000;1677;7,855802;9,426963
-24,234104;-46,989571;13,000000;1680;4,748391;17,094208
-24,234154;-46,989574;12,000000;1681;5,519276;19,869392
-24,234209;-46,989567;11,000000;1682;6,305533;22,699921
-24,234283;-46,989563;10,000000;1683;8,173930;29,426149
-24,234358;-46,989563;11,000000;1684;8,356139;30,082102
-24,234432;-46,989555;11,000000;1685;8,195946;29,505405
-24,234497;-46,989548;11,000000;1686;7,291701;26,250124
-24,234556;-46,989540;10,000000;1687;6,683220;12,029796
-24,234673;-46,989513;11,000000;1689;6,685221;24,066795
-24,234735;-46,989506;12,000000;1690;7,061138;25,420097
-24,234798;-46,989502;12,000000;1691;7,036169;25,330208
-24,234863;-46,989487;11,000000;1692;7,422263;26,720148
-24,234930;-46,989479;11,000000;1693;7,439233;26,781239
-24,234995;-46,989468;11,000000;1694;7,291082;26,247896
-24,235071;-46,989464;11,000000;1695;8,553440;30,792385
-24,235159;-46,989452;11,000000;1696;9,784779;35,225204
-24,235247;-46,989445;11,000000;1697;9,711234;17,480221
-24,235422;-46,989437;12,000000;1699;9,521337;34,276814
-24,235508;-46,989429;13,000000;1700;9,520880;34,275166
-24,235579;-46,989418;10,000000;1701;8,096485;29,147346
-24,235649;-46,989410;10,000000;1702;7,818094;28,145138
-24,235727;-46,989407;11,000000;1703;8,743749;31,477495
-24,235809;-46,989407;11,000000;1704;9,116357;32,818886
-24,235893;-46,989403;11,000000;1705;9,312577;33,525280
-24,235973;-46,989395;11,000000;1706;8,953164;32,231392
-24,236053;-46,989380;12,000000;1707;9,092603;16,366686
-24,236210;-46,989349;12,000000;1709;8,719978;31,391922
-24,236282;-46,989319;13,000000;1710;8,741170;31,468212
-24,236359;-46,989277;12,000000;1711;9,503341;34,212029
-24,236427;-46,989227;11,000000;1712;9,012411;32,444679
-24,236492;-46,989170;10,000000;1713;9,314530;33,532310
-24,236553;-46,989113;10,000000;1714;9,023893;32,486015
-24,236624;-46,989059;11,000000;1715;9,557748;34,407894
-24,236692;-46,989014;10,000000;1716;8,830977;31,791519
-24,236771;-46,988976;10,000000;1717;9,531277;34,312595
-24,236849;-46,988949;9,000000;1718;9,165699;32,996517
-24,236921;-46,988926;10,000000;1719;8,337232;30,014034
-24,236996;-46,988907;10,000000;1720;8,533914;30,722090
-24,237059;-46,988888;10,000000;1721;7,328093;26,381136
-24,237108;-46,988869;11,000000;1722;5,774000;20,786400
-24,237190;-46,988850;12,000000;1723;9,350283;16,830509
-24,237215;-46,988838;12,000000;1725;2,856764;10,284350
-24,237219;-46,988838;13,000000;1726;0,380249;0,456299
-24,237211;-46,988838;14,000000;1729;0,759897;2,735629
-24,237204;-46,988838;15,000000;1730;0,949781;3,419211
-24,237181;-46,988838;15,000000;1731;2,469013;1,481408
-24,237179;-46,988838;15,000000;1737;0,189924;0,683727
-24,237185;-46,988838;16,000000;1738;0,570040;0,058633
-24,237192;-46,988842;16,000000;1773;1,013917;3,650102
-24,237236;-46,988834;16,000000;1774;4,860722;17,498598
-24,237297;-46,988819;17,000000;1775;6,976987;25,117153
-24,237379;-46,988811;17,000000;1776;9,143026;32,914894
-24,237467;-46,988804;16,000000;1777;9,900236;35,640850
-24,237558;-46,988796;16,000000;1778;10,119142;36,428909
-24,237650;-46,988804;14,000000;1779;10,308146;37,109325
-24,237738;-46,988811;14,000000;1780;9,710770;34,958771
-24,237827;-46,988823;14,000000;1781;10,119142;36,428909
-24,237911;-46,988834;14,000000;1782;9,364241;33,711266
-24,237993;-46,988853;13,000000;1783;9,350283;33,661018
-24,238071;-46,988876;12,000000;1784;9,066780;32,640408
-24,238152;-46,988899;12,000000;1785;9,165191;32,994686
-24,238237;-46,988918;11,000000;1786;9,720531;34,993912
-24,238319;-46,988949;12,000000;1787;9,634336;34,683613
-24,238396;-46,988995;12,000000;1788;9,659559;34,774414
-24,238462;-46,989052;12,000000;1789;9,461481;34,061333
-24,238529;-46,989109;12,000000;1790;9,462434;34,064762
-24,238594;-46,989166;13,000000;1791;9,314530;33,532310
-24,238661;-46,989220;13,000000;1792;9,047846;32,572247
-24,238724;-46,989277;13,000000;1793;9,168142;33,005314
-24,238783;-46,989330;14,000000;1794;8,509063;30,632626
-24,238848;-46,989384;13,000000;1795;8,892543;32,013153
-24,238911;-46,989437;12,000000;1796;8,949152;32,216946
-24,238974;-46,989491;11,000000;1797;8,949152;32,216946
-24,239046;-46,989548;11,000000;1798;9,713091;34,967129
-24,239122;-46,989601;11,000000;1799;10,186202;36,670326
-24,239202;-46,989647;12,000000;1800;9,998126;35,993256
-24,239290;-46,989685;11,000000;1801;10,540375;37,945351
-24,239376;-46,989716;10,000000;1802;10,074947;36,269810
-24,239466;-46,989727;10,000000;1803;9,972824;35,902168
-24,239553;-46,989735;10,000000;1804;9,900221;35,640797
-24,239643;-46,989731;9,000000;1805;9,882002;35,575207
-24,239742;-46,989723;9,000000;1806;11,037271;39,734173
-24,239838;-46,989719;9,000000;1807;10,641259;38,308533
